donor,announcement_date,aid_type_general,aid_type_specific,explanation,item,item_type,item_sub_type,source_reported_value,tot_activity_value_EUR,item_value_estimate_USD
Austria,2022-02-25,Humanitarian,Equipment,"The Austrian Government has sent two shipments of medical supplies. The first included 5 power generators, 700 sleeping bags and 28 water containers (with a capacity of 1,000 liters each). The second shipment included 50,000 liters of hand disinfectant, 9,000 liters of surface disinfectant, 50,000 security glasses, 50,000 mouth and nose masks and 20,000 pairs of gloves. Austria has bought the material for its own storage due to the COVID-19 pandemic, but decided to send it to Ukraine after the start of the war.",liter of water,Humanitarian,Humanitarian,,,42000.0
Austria,2022-05-04,Humanitarian,Assistance,"The minister of foreign affairs announced to provide additional EUR41.9 million in financial assistance for humanitarian projects. Note that this is tied to an equal amount that has been donated by the general public (another EUR41.9 million). As outlined by ""Source of Aid 2"", at least EUR15 million of this announced sum is devoted to projects for women and children. Furthermore, it is reported that EUR5 million are devoted to refugees in Moldova. Additionally, Source of Aid 2 reports that Austria already provided EUR17.5 million in aid to the Red Cross and other NGOs and also contributed EUR10 million financial assistance to the World Bank’s Ukraine assistance programme. Hence, we substract the EUR5 million going to Moldova, add the EUR17.5 million for NGOs and count EUR54.4 million as direct aid to Ukraine. We report the financial assistance amounting to EUR10 million EUR in ATF1.",.,.,.,54400000.0,54400000.0,
Austria,2022-06-03,Humanitarian,Equipment,"Austria has sent 20 ambulances to Ukraine, following a commitment from the Chancellor. Note that ""Source of Aid 1"" also lists 16 other ambulances, provided by the city of Vienna, which gives a total of 36 ambulances provided by Austria. According to Source of Aid 1, the Austrian Development Agency paid for the package. Therefore, we assume that it is part of the budget of ATH2.",ambulance H,Humanitarian,Humanitarian,,10817903.0,11430000.0
Austria,2022-09-04,Humanitarian,Budgetary appropriations,"In Source of Aid 4, the ""Framework Agreement between Ukraine and Austria on Economic Cooperation in Project Development,"" the Austrian government government agrees to guarantee loans from ""Export credit agencies"" to finance projects for reconstruction of social and educational infrastructure. The agreement sets conditions for future projects, which will be determined by a Joint Working Group and implemented according to an Implementation Contract. The agreement already included the contract value of three projects for a total of EUR 625 million, which we report as the commitment value in this entry. These three projects  are reported as allocations under this Commitment. In Source 1, the Minister of Economy Yulia Svyrydenko estimated that ""the cost of these projects will be over EUR 500 million."" In Source 3, a press release from the Austrian embassy to Lithuanian stated that their cost was 600 EUR million.",.,.,.,625000000.0,625000000.0,
Austria,2022-09-04,Humanitarian,Reconstruction,"From the EUR 625 million commited in the Framework Agreement in ATF2, EUR 200 million are allocated to the construction and equipment of the National Children's Specialized Hospital ""Okhmatdyt."" Source of Aid 1, Appendix 2 specifies the Implementation Contract for this project. Financing will be available for a period of 48 months plus 10 years for repayment (maturity), after a grace period of 30 months (2.5 years), and the interest rate will be composed of the floating reference rate (EURIBOR) plus 1.25%. 

",.,.,.,200000000.0,,
Austria,2022-09-04,Humanitarian,Reconstruction,"From the EUR 625 million commited in the Framework Agreement in ATF2, EUR  350 million are allocated to construction and equipment of a modern University Clinic in the city of Kyiv. Source of Aid 1, Appendix 2 specifies the Implementation Contract for this project. Financing will be available for a period of 48 months plus 10 years for repayment (maturity), after a grace period of 30 months (2.5 years), and the interest rate will be composed of the floating reference rate (EURIBOR) plus 1.25%.

",.,.,.,350000000.0,,
Austria,2022-09-04,Humanitarian,Reconstruction,"From the EUR 625 million commited in the Framework Agreement in ATF2, EUR 75 million are allocated to construction and equipment of the National Rehabilitation Center of Ukraine in the city of Lviv. Source of Aid 1, Appendix 2 specifies the Implementation Contract for this project. Financing will be available for a period of 28 months plus 10 years for repayment (maturity), after a grace period of 30 months (2.5 years), and the interest rate will be composed of the floating reference rate (EURIBOR) plus 1.25%.

",.,.,.,75000000.0,,
Austria,2022-09-11,Humanitarian,Equipment,"Austrian Association of Municipalities (Österreichischer Gemeindebund) provides the aid. Since this organisation unites almost all municipalities of Austria (2.084 of 2.095), we consider this organisation to be governmental and thus, this package is bilateral aid. The number and type of vehicle are specified in Source of Aid 2.",ambulance H,Humanitarian,Humanitarian,,1835159.0,317500.0
Austria,2022-09-11,Humanitarian,Equipment,"Austrian Association of Municipalities (Österreichischer Gemeindebund) provides the aid. Since this organisation unites almost all municipalities of Austria (2.084 of 2.095), we consider this organisation to be governmental and thus, this package is bilateral aid. The number and type of vehicle are specified in Source of Aid 2.",Fire-vehicle,Humanitarian,Humanitarian,,,1200000.0
Austria,2022-09-11,Humanitarian,Equipment,"Austrian Association of Municipalities (Österreichischer Gemeindebund) provides the aid. Since this organisation unites almost all municipalities of Austria (2.084 of 2.095), we consider this organisation to be governmental and thus, this package is bilateral aid. The number and type of vehicle are specified in Source of Aid 2.",Garbage truck,Humanitarian,Humanitarian,,,300000.0
Austria,2022-11-01,Humanitarian,Equipment,"In November 2022 Austrian Embassy in the US created a webpage listing all aid provided to Ukraine (Source of Aid 1). Among other things listed, there is a monetary value of all in-kind humanitarian assistance (6 million EUR). This information was rarely available so far, so we only managed to capture the first big package (see ATH1). So, to cover the rest, we subtract the value of the previous package(ATH1) and report it in this entry.",.,.,.,5005199.0,5005199.0,
Austria,2022-11-01,Humanitarian,Equipment,"In November 2022 Austrian Embassy in the US created a webpage listing all aid provided to Ukraine (Source of Aid 1). Among other things listed, the list provides information regarding the monetary value of winterisation aid for Ukraine. We assume this aid was provided recently to the date of the publication since the demand for such a type of aid only occurred after a massive missile strike in October 2022.",.,.,.,5000000.0,5000000.0,
Austria,2022-11-01,Humanitarian,Equipment,"In November 2022 Austrian Embassy in the US created a webpage listing all aid provided to Ukraine (Source of Aid 1). Among other things listed, the list includes information regarding emergency vehicles provided to Ukraine. Since some emergency vehicles were reported in ATH2 and ATH3, we report the rest of them here. ",ambulance H,Humanitarian,Humanitarian,,5315513.0,2222500.0
Austria,2022-11-01,Humanitarian,Equipment,"In November 2022 Austrian Embassy in the US created a webpage listing all aid provided to Ukraine (Source of Aid 1). Among other things listed, the list includes information regarding emergency vehicles provided to Ukraine. Since some emergency vehicles were reported in ATH2 and ATH3, we report the rest of them here. ",Fire-vehicle,Humanitarian,Humanitarian,,,3200000.0
Austria,2022-12-09,Humanitarian,Consolidation,"The official press release of the Ministry of Foreign Affairs of Austria reports that the total humanitarian aid provided to Ukraine and bordering countries is 87 million EUR (Source of Aid 1). Since we do not know how much of this went to Ukraine, we keep our value of humanitarian support up to this date which is EUR71.5 million.
",.,.,.,0.0,0.0,
